"Emne","Startdato","Starttidspunkt","Slutdato","Sluttidspunkt","Hele dagen","Påmindelse til/fra","Påmindelsesdato","Påmindelsesklokkeslæt","Mødearrangør","Nødvendige deltagere","Valgfrie deltagere","Møderessourcer","Beskrivelse","Følsomhed","Kategorier","Kørte kilometer","Prioritet","Privat","Sted","Takstoplysninger","Vis tidspunkt som"
"Undervisn.eval. h1pd081122","23-9-2022","08:15:00","23-9-2022","09:20:00","Falsk","Falsk","23-9-2022","08:00:00",,,,,"Undervisere: fros

Lektion 1

[FLEX-ID 851401:3470679]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Serverauto II h4id081122 ","20-9-2022","14:00:00","20-9-2022","15:15:00","Falsk","Falsk","20-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3470647]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","20-9-2022","13:00:00","20-9-2022","14:00:00","Falsk","Falsk","20-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470646]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","20-9-2022","12:00:00","20-9-2022","13:00:00","Falsk","Falsk","20-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470645]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","20-9-2022","10:30:00","20-9-2022","11:30:00","Falsk","Falsk","20-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470644]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","20-9-2022","09:20:00","20-9-2022","10:30:00","Falsk","Falsk","20-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470643]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","20-9-2022","08:15:00","20-9-2022","09:20:00","Falsk","Falsk","20-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470642]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"grndl program. h1pd081122","16-9-2022","13:00:00","16-9-2022","14:00:00","Falsk","Falsk","16-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470403]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-9-2022","12:00:00","16-9-2022","13:00:00","Falsk","Falsk","16-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470402]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-9-2022","10:30:00","16-9-2022","11:30:00","Falsk","Falsk","16-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470401]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-9-2022","09:20:00","16-9-2022","10:30:00","Falsk","Falsk","16-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470400]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-9-2022","08:15:00","16-9-2022","09:20:00","Falsk","Falsk","16-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470399]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","12-9-2022","13:00:00","12-9-2022","14:00:00","Falsk","Falsk","12-9-2022","12:45:00",,,,,"Undervisere: fros

Lektion 5

[FLEX-ID 851401:3470386]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","12-9-2022","12:00:00","12-9-2022","13:00:00","Falsk","Falsk","12-9-2022","11:45:00",,,,,"Undervisere: fros

Lektion 4

[FLEX-ID 851401:3470385]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","12-9-2022","10:30:00","12-9-2022","11:30:00","Falsk","Falsk","12-9-2022","10:15:00",,,,,"Undervisere: fros

Lektion 3

[FLEX-ID 851401:3470384]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","12-9-2022","09:20:00","12-9-2022","10:30:00","Falsk","Falsk","12-9-2022","09:05:00",,,,,"Undervisere: fros

Lektion 2

[FLEX-ID 851401:3470383]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","12-9-2022","08:15:00","12-9-2022","09:20:00","Falsk","Falsk","12-9-2022","08:00:00",,,,,"Undervisere: fros

Lektion 1

[FLEX-ID 851401:3470382]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Serverauto II h4id081122 ","13-9-2022","14:00:00","13-9-2022","15:15:00","Falsk","Falsk","13-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3470368]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","13-9-2022","13:00:00","13-9-2022","14:00:00","Falsk","Falsk","13-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470367]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","13-9-2022","12:00:00","13-9-2022","13:00:00","Falsk","Falsk","13-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470366]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","13-9-2022","10:30:00","13-9-2022","11:30:00","Falsk","Falsk","13-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470365]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","13-9-2022","09:20:00","13-9-2022","10:30:00","Falsk","Falsk","13-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470364]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","13-9-2022","08:15:00","13-9-2022","09:20:00","Falsk","Falsk","13-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470363]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","5-9-2022","13:00:00","5-9-2022","14:00:00","Falsk","Falsk","5-9-2022","12:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 5

[FLEX-ID 851401:3470130]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","5-9-2022","12:00:00","5-9-2022","13:00:00","Falsk","Falsk","5-9-2022","11:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 4

[FLEX-ID 851401:3470129]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","5-9-2022","10:30:00","5-9-2022","11:30:00","Falsk","Falsk","5-9-2022","10:15:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 3

[FLEX-ID 851401:3470128]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","5-9-2022","09:20:00","5-9-2022","10:30:00","Falsk","Falsk","5-9-2022","09:05:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 2

[FLEX-ID 851401:3470127]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","5-9-2022","08:15:00","5-9-2022","09:20:00","Falsk","Falsk","5-9-2022","08:00:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 1

[FLEX-ID 851401:3470126]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Serverauto II h4id081122 ","8-9-2022","14:00:00","8-9-2022","15:15:00","Falsk","Falsk","8-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3470120]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","8-9-2022","13:00:00","8-9-2022","14:00:00","Falsk","Falsk","8-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470119]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","8-9-2022","12:00:00","8-9-2022","13:00:00","Falsk","Falsk","8-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470118]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","8-9-2022","10:30:00","8-9-2022","11:30:00","Falsk","Falsk","8-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470117]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","8-9-2022","09:20:00","8-9-2022","10:30:00","Falsk","Falsk","8-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470116]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","8-9-2022","08:15:00","8-9-2022","09:20:00","Falsk","Falsk","8-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470115]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","1-9-2022","14:00:00","1-9-2022","15:15:00","Falsk","Falsk","1-9-2022","13:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 6

[FLEX-ID 851401:3469898]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","1-9-2022","13:00:00","1-9-2022","14:00:00","Falsk","Falsk","1-9-2022","12:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 5

[FLEX-ID 851401:3469897]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","1-9-2022","12:00:00","1-9-2022","13:00:00","Falsk","Falsk","1-9-2022","11:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 4

[FLEX-ID 851401:3469896]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","1-9-2022","10:30:00","1-9-2022","11:30:00","Falsk","Falsk","1-9-2022","10:15:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 3

[FLEX-ID 851401:3469895]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","1-9-2022","09:20:00","1-9-2022","10:30:00","Falsk","Falsk","1-9-2022","09:05:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 2

[FLEX-ID 851401:3469894]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","1-9-2022","08:15:00","1-9-2022","09:20:00","Falsk","Falsk","1-9-2022","08:00:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 1

[FLEX-ID 851401:3469893]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","29-8-2022","13:00:00","29-8-2022","14:00:00","Falsk","Falsk","29-8-2022","12:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 5

[FLEX-ID 851401:3469886]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","29-8-2022","12:00:00","29-8-2022","13:00:00","Falsk","Falsk","29-8-2022","11:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 4

[FLEX-ID 851401:3469885]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","29-8-2022","10:30:00","29-8-2022","11:30:00","Falsk","Falsk","29-8-2022","10:15:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 3

[FLEX-ID 851401:3469884]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","29-8-2022","09:20:00","29-8-2022","10:30:00","Falsk","Falsk","29-8-2022","09:05:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 2

[FLEX-ID 851401:3469883]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","29-8-2022","08:15:00","29-8-2022","09:20:00","Falsk","Falsk","29-8-2022","08:00:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 1

[FLEX-ID 851401:3469882]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h2pd081122  (2 undervisere)","2-9-2022","13:00:00","2-9-2022","14:00:00","Falsk","Falsk","2-9-2022","12:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 5

[FLEX-ID 851401:3469868]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122  (2 undervisere)","2-9-2022","12:00:00","2-9-2022","13:00:00","Falsk","Falsk","2-9-2022","11:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 4

[FLEX-ID 851401:3469867]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122  (2 undervisere)","2-9-2022","10:30:00","2-9-2022","11:30:00","Falsk","Falsk","2-9-2022","10:15:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 3

[FLEX-ID 851401:3469866]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122  (2 undervisere)","2-9-2022","09:20:00","2-9-2022","10:30:00","Falsk","Falsk","2-9-2022","09:05:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 2

[FLEX-ID 851401:3469865]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122  (2 undervisere)","2-9-2022","08:15:00","2-9-2022","09:20:00","Falsk","Falsk","2-9-2022","08:00:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 1

[FLEX-ID 851401:3469864]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h1pd081122","23-8-2022","14:00:00","23-8-2022","15:15:00","Falsk","Falsk","23-8-2022","13:45:00",,,,,"Undervisere: fros

Lektion 6

[FLEX-ID 851401:3469669]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","23-8-2022","13:00:00","23-8-2022","14:00:00","Falsk","Falsk","23-8-2022","12:45:00",,,,,"Undervisere: fros

Lektion 5

[FLEX-ID 851401:3469668]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","23-8-2022","12:00:00","23-8-2022","13:00:00","Falsk","Falsk","23-8-2022","11:45:00",,,,,"Undervisere: fros

Lektion 4

[FLEX-ID 851401:3469667]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","23-8-2022","10:30:00","23-8-2022","11:30:00","Falsk","Falsk","23-8-2022","10:15:00",,,,,"Undervisere: fros

Lektion 3

[FLEX-ID 851401:3469666]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","23-8-2022","09:20:00","23-8-2022","10:30:00","Falsk","Falsk","23-8-2022","09:05:00",,,,,"Undervisere: fros

Lektion 2

[FLEX-ID 851401:3469665]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122","23-8-2022","08:15:00","23-8-2022","09:20:00","Falsk","Falsk","23-8-2022","08:00:00",,,,,"Undervisere: fros

Lektion 1

[FLEX-ID 851401:3469664]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","14-9-2022","10:30:00","14-9-2022","11:30:00","Falsk","Falsk","14-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3460614]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","14-9-2022","09:20:00","14-9-2022","10:30:00","Falsk","Falsk","14-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460613]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","14-9-2022","08:15:00","14-9-2022","09:20:00","Falsk","Falsk","14-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460612]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h1pd081122","14-9-2022","14:00:00","14-9-2022","15:15:00","Falsk","Falsk","14-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460611]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h1pd081122","14-9-2022","13:00:00","14-9-2022","14:00:00","Falsk","Falsk","14-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460610]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h1pd081122","14-9-2022","12:00:00","14-9-2022","13:00:00","Falsk","Falsk","14-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460609]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Systemudvikling h5pd091122","24-11-2022","14:00:00","24-11-2022","15:15:00","Falsk","Falsk","24-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3472810]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","24-11-2022","13:00:00","24-11-2022","14:00:00","Falsk","Falsk","24-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3472809]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","24-11-2022","12:00:00","24-11-2022","13:00:00","Falsk","Falsk","24-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3472808]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","24-11-2022","10:30:00","24-11-2022","11:30:00","Falsk","Falsk","24-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3472807]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","24-11-2022","09:20:00","24-11-2022","10:30:00","Falsk","Falsk","24-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3472806]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","24-11-2022","08:15:00","24-11-2022","09:20:00","Falsk","Falsk","24-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3472805]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","23-11-2022","10:30:00","23-11-2022","11:30:00","Falsk","Falsk","23-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3472804]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","23-11-2022","09:20:00","23-11-2022","10:30:00","Falsk","Falsk","23-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3472803]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","23-11-2022","08:15:00","23-11-2022","09:20:00","Falsk","Falsk","23-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3472802]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","21-11-2022","13:00:00","21-11-2022","14:00:00","Falsk","Falsk","21-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3472795]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","21-11-2022","12:00:00","21-11-2022","13:00:00","Falsk","Falsk","21-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3472794]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","21-11-2022","10:30:00","21-11-2022","11:30:00","Falsk","Falsk","21-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3472793]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","21-11-2022","09:20:00","21-11-2022","10:30:00","Falsk","Falsk","21-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3472792]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","21-11-2022","08:15:00","21-11-2022","09:20:00","Falsk","Falsk","21-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3472791]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-11-2022","13:00:00","11-11-2022","14:00:00","Falsk","Falsk","11-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3472375]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-11-2022","12:00:00","11-11-2022","13:00:00","Falsk","Falsk","11-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3472374]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-11-2022","10:30:00","11-11-2022","11:30:00","Falsk","Falsk","11-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3472373]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-11-2022","09:20:00","11-11-2022","10:30:00","Falsk","Falsk","11-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3472372]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-11-2022","08:15:00","11-11-2022","09:20:00","Falsk","Falsk","11-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3472371]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","8-11-2022","14:00:00","8-11-2022","15:15:00","Falsk","Falsk","8-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3472361]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","8-11-2022","13:00:00","8-11-2022","14:00:00","Falsk","Falsk","8-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3472360]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","8-11-2022","12:00:00","8-11-2022","13:00:00","Falsk","Falsk","8-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3472359]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","8-11-2022","10:30:00","8-11-2022","11:30:00","Falsk","Falsk","8-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3472358]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","8-11-2022","09:20:00","8-11-2022","10:30:00","Falsk","Falsk","8-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3472357]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","8-11-2022","08:15:00","8-11-2022","09:20:00","Falsk","Falsk","8-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3472356]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","31-10-2022","13:00:00","31-10-2022","14:00:00","Falsk","Falsk","31-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3472080]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","31-10-2022","12:00:00","31-10-2022","13:00:00","Falsk","Falsk","31-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3472079]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","31-10-2022","10:30:00","31-10-2022","11:30:00","Falsk","Falsk","31-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3472078]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","31-10-2022","09:20:00","31-10-2022","10:30:00","Falsk","Falsk","31-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3472077]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","31-10-2022","08:15:00","31-10-2022","09:20:00","Falsk","Falsk","31-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3472076]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Test og sikkerh h3pd101122 ","2-11-2022","10:30:00","2-11-2022","11:30:00","Falsk","Falsk","2-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3472064]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","2-11-2022","09:20:00","2-11-2022","10:30:00","Falsk","Falsk","2-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3472063]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","2-11-2022","08:15:00","2-11-2022","09:20:00","Falsk","Falsk","2-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3472062]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","27-10-2022","14:00:00","27-10-2022","15:15:00","Falsk","Falsk","27-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3471832]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","27-10-2022","13:00:00","27-10-2022","14:00:00","Falsk","Falsk","27-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3471831]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","27-10-2022","12:00:00","27-10-2022","13:00:00","Falsk","Falsk","27-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3471830]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","27-10-2022","10:30:00","27-10-2022","11:30:00","Falsk","Falsk","27-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471829]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","27-10-2022","09:20:00","27-10-2022","10:30:00","Falsk","Falsk","27-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471828]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","27-10-2022","08:15:00","27-10-2022","09:20:00","Falsk","Falsk","27-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471827]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","26-10-2022","10:30:00","26-10-2022","11:30:00","Falsk","Falsk","26-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471826]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Test og sikkerh h3pd101122 ","26-10-2022","09:20:00","26-10-2022","10:30:00","Falsk","Falsk","26-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471825]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
